user_id,age,gender,location,last_active,session_duration,preferred_category
c0f4cd6a-42e9-45ba-b16f-d2da133c7cfd,64,Female,South Theresastad,2025-01-18 15:40:28,141,Fashion
d0a8a443-2edd-4dec-8555-cfa634355dd8,52,Male,Port Whitney,2025-01-21 18:44:59,93,Home
acfacbf9-b0c3-45a2-b1c4-7b8e066de3e0,49,Female,South Markton,2025-01-17 16:37:09,67,Automotive
6ed934cd-fedc-460c-85d8-b5ece3b02a1f,64,Male,Port Donna,2025-01-29 10:10:47,79,Automotive
81a1e84f-d52d-4177-b4ea-4523c37a331e,21,Male,East Leah,2025-01-23 01:45:13,92,Automotive
0df39027-d495-4679-87d1-e7d75bede665,32,Male,South Stacymouth,2025-01-12 07:19:22,19,Fashion
74405f8b-343f-4ac3-a6f1-bffa2a804a72,33,Other,Joshuaport,2025-02-12 06:38:59,142,Books
bf938ce9-ac43-4c81-8de7-628472994cce,44,Male,Ambershire,2025-01-15 00:20:52,35,Sports
732ee941-e4fb-46d9-b1d8-f19f7aa75e75,47,Other,Martinfurt,2025-01-10 20:18:34,42,Fashion
aa1ce9a2-ba95-44a4-90d8-825d6fb1554b,18,Male,Williamsbury,2025-01-07 02:13:08,114,Sports
eb7a72bb-dbbc-4090-9b00-899ab415582e,25,Other,South Brittneymouth,2025-01-31 20:17:00,42,Books
5fd06321-ce5a-41ec-9612-e64b36b137f1,42,Other,Washingtonfurt,2025-01-23 21:35:19,160,Automotive
71c203c3-3455-4376-9ec6-32b5da72f9d2,30,Female,Saraberg,2025-02-12 12:56:44,155,Electronics
641f390d-e7c4-4c1a-a347-9e87e7484c41,39,Female,East Danieltown,2025-01-24 05:21:26,50,Sports
3d9651be-5bcc-4a64-b7a0-b29cd6f3e119,44,Male,East Edward,2025-02-07 06:49:48,149,Home
14ba1f51-f25b-4bbc-aa62-7308b3ae2ec4,54,Other,Port Gina,2025-01-29 18:45:29,164,Beauty
cb882bcb-ba7b-4800-8255-32c420c129a0,24,Male,South Brianton,2025-01-06 05:38:32,85,Fashion
c90bb22a-5721-4e6a-ab4d-814e40835be6,58,Male,Taraside,2025-01-31 22:52:27,86,Automotive
7c292d47-8a10-4b8b-a779-bea9f0d9f03d,30,Other,Lorimouth,2025-02-10 23:50:42,129,Home
80af92c6-3f45-4069-877c-5a5fcadea475,56,Other,Richardborough,2025-01-08 09:13:20,144,Fashion
d427251d-646e-4aef-807c-d37d846c9069,32,Female,South Lawrence,2025-01-13 05:01:31,132,Fashion
f8a9f66a-fecd-403e-8f53-bcf78d01b5ab,41,Other,New Patricia,2025-02-05 20:13:20,127,Sports
6ee5f582-b6a3-41e4-bf2b-5780f5e9cd3f,49,Male,Amberchester,2025-01-02 07:55:30,101,Automotive
1afbbad8-6d87-41ae-902d-2e0263a2d792,54,Other,Rossland,2025-01-17 00:20:14,68,Home
a26349d4-f737-4eb3-b1a1-ef5028c30810,41,Other,North Calvinborough,2025-01-25 15:48:32,117,Sports
1df95449-2e0b-48db-be31-42aebfde11f6,41,Male,West Katieland,2025-01-01 05:23:37,23,Home
714b201e-a05d-4fea-810f-b1627fb721fb,41,Male,Michaelland,2025-01-29 03:17:21,144,Automotive
82002e60-ee55-4f38-981c-2c1c5ef077da,20,Other,Laurenside,2025-01-19 22:32:40,85,Electronics
0cd5d639-81cd-4aa8-a3cf-d6453a5389b7,23,Male,Williamsview,2025-01-31 13:18:33,63,Automotive
c053036b-8101-4ad1-9e41-396030abbe20,46,Male,Halechester,2025-02-12 00:20:33,161,Fashion
0f759286-a5b1-46bc-832a-6ed74b368902,30,Female,Harmonburgh,2025-01-02 22:17:09,78,Beauty
3938c9ac-ca2e-4a62-89bf-1d433fa2f34d,45,Other,Wallacefurt,2025-01-29 22:16:32,118,Fashion
d793b751-6131-48e0-b495-d5de2ee7cc99,62,Other,Woodberg,2025-02-04 08:23:45,138,Sports
ab21b35c-d92d-4f75-8c3e-9061d87ec839,51,Other,Destinyberg,2025-01-05 00:04:01,71,Electronics
5c4d25c1-4181-48ba-b123-dcbe6217dff5,34,Female,Lake Jennifer,2025-01-23 21:19:03,107,Sports
429eb9dd-a56b-4bdd-bd96-fa72ae26c04c,54,Other,New Robert,2025-01-06 17:52:03,33,Fashion
a8e073df-1c30-42e0-9f26-cadddb506911,59,Female,Tonyberg,2025-02-09 06:16:56,30,Home
fd6fccd6-6058-4acc-96e0-837acaca61d9,33,Other,South Joannaborough,2025-02-05 00:03:58,29,Home
4c20d6ff-1249-42f4-9df1-5ba2eeac2d9a,65,Female,Crystalmouth,2025-02-05 14:07:23,151,Beauty
7d62d046-cdfd-42c2-bdef-5e4126ff6ef0,23,Other,Wattston,2025-01-13 11:38:23,91,Books
3fae94ba-7b59-42b0-a992-64276abd7996,34,Female,Lake Sean,2025-01-17 02:49:44,132,Books
27175e4c-7d05-4ff1-8bc7-bfbb9e384834,59,Female,Robinhaven,2025-01-17 06:36:22,5,Beauty
32f5b9bc-122f-491c-b957-54120c5bde11,50,Male,Castroshire,2025-02-12 03:48:47,78,Home
50ab4838-a09f-4365-9c5f-e65b1f453b7b,52,Male,Port Michael,2025-01-28 10:32:45,54,Beauty
8a8e7782-d8c0-4d10-b0fa-1f7ea01165c9,61,Male,Lisashire,2025-01-27 12:21:08,12,Home
e2512f70-3771-40c7-b927-18116c1eb9a6,34,Female,Riosville,2025-01-07 05:47:20,28,Home
c8a374b7-0d76-4dd5-95bc-0bd5a92c1c46,23,Other,Steventon,2025-01-16 13:11:52,118,Fashion
e0859fa4-7912-4d87-81c3-50f7b3467816,42,Female,West Ryanmouth,2025-01-31 01:03:23,105,Beauty
c82c19b6-7ca3-42b6-9ca0-25c5c4346686,27,Other,Thompsonberg,2025-01-24 21:02:38,42,Fashion
b73a1033-cd7d-4322-8d81-787eb54cd88e,33,Other,South Carol,2025-01-05 17:56:12,132,Beauty
1cb7b065-1931-4fdc-82ad-dc6d5b842b18,50,Other,Joshuahaven,2025-01-04 23:54:29,20,Electronics
a223473f-f0a6-4c7f-a874-907278faf261,55,Female,North Williamtown,2025-01-30 04:45:04,169,Books
94c3d28d-ee24-4424-a8a2-00ca54d0af0d,31,Female,Bradleymouth,2025-01-20 13:41:13,61,Books
6006be96-3bde-41d0-bb1e-aea40e8d16c2,64,Female,Lake Anthony,2025-01-18 04:52:08,61,Books
9b09a339-9205-4447-b1d7-b764e37c2a3c,19,Female,East Jason,2025-01-06 08:46:05,130,Books
12078cff-a718-450a-9892-d36bf98a6a33,54,Male,East Franciscoburgh,2025-01-18 12:10:15,23,Electronics
874613a5-9f16-455c-905c-b413d55b783b,65,Female,South Christinaton,2025-02-13 03:07:38,112,Automotive
bb1155ad-afdc-4f50-970a-b20097e3745c,45,Male,West Lauren,2025-02-05 08:02:42,25,Automotive
14d81bd6-8b44-43e9-a6fd-07b32a186bd0,18,Other,Johnsonhaven,2025-01-18 12:03:32,5,Beauty
8990895e-fdf5-4ca2-b16e-1c993dc9f8d6,44,Other,Elizabethberg,2025-02-05 21:23:29,54,Beauty
766fa365-a3a3-405e-ac8f-1bb1d227d11a,28,Male,Richardchester,2025-02-07 03:21:16,33,Fashion
322e4c0b-4ce2-4291-ba62-74cccb063f97,39,Other,Thomasfort,2025-01-26 15:36:03,125,Electronics
cdba0085-ec7f-4020-b9e1-8dfc18675e8f,49,Female,Saraberg,2025-01-20 04:39:37,111,Sports
a4f391ae-294b-4f8d-8e87-24504c171970,49,Other,South Brianhaven,2025-01-31 12:50:35,71,Sports
7301d9b1-bea9-4852-9624-6904e7be2ec4,48,Male,Padillaside,2025-02-10 18:25:34,177,Automotive
74f961d6-520d-4d64-b04c-a5f8ed3ed3ca,62,Other,West Kristen,2025-01-13 14:10:01,152,Fashion
9043a089-4a4d-43d0-bd11-70b0400509c1,27,Other,West Tyler,2025-02-10 02:07:33,24,Sports
e9360b73-45f7-4aec-8255-8c80350a0fdc,33,Other,Trujillomouth,2025-01-15 09:07:15,22,Automotive
fe7c9b6f-cf7c-4e29-95bd-3e597c02cd96,35,Other,Lisaburgh,2025-02-05 13:41:45,20,Electronics
ad2dad46-cb08-431b-a48f-c1bb94345c8f,57,Male,Port Nicholasmouth,2025-02-06 00:38:07,32,Books
3a9e6ecf-6b4f-481a-8ac2-9f0e5dd05b4f,37,Male,South Lisamouth,2025-01-16 14:04:13,4,Electronics
96e4fbb3-7a7c-4971-9f63-161978d4dc3e,34,Other,South Rebeccaview,2025-01-26 01:16:27,180,Books
0088f8b4-ac1c-4b3d-8d78-0435056ce90f,55,Male,Lake Phillip,2025-01-30 05:57:30,128,Automotive
a3b337e2-d0eb-4256-bc64-46a2ae80000c,27,Male,New Scott,2025-02-10 10:32:25,65,Fashion
7c423d10-4a8e-4a74-8212-d18f91bf885c,55,Female,Lake Gary,2025-01-21 07:43:35,170,Sports
ba8a9a1a-db03-40d3-8e7a-9251356afd70,42,Male,South Jamiehaven,2025-02-08 10:43:01,4,Books
505b9ff1-c233-4862-8482-ebcde8df634b,33,Male,Cookfurt,2025-01-08 09:08:48,77,Beauty
7d1c45f6-ac82-4a28-904c-fcb5d373da47,63,Male,East Brianhaven,2025-02-03 10:56:10,40,Automotive
05fb2e5b-72a4-48a6-8ee1-2ba782abd7f9,22,Female,Hillfort,2025-01-09 04:03:49,158,Fashion
21b6796f-2b3e-4152-8b25-664ca6decffd,49,Female,Port Meganhaven,2025-01-04 18:48:54,125,Fashion
65b7d060-57e4-44c0-97ab-5e412b9c4a5e,57,Other,Conleymouth,2025-01-26 05:38:39,11,Electronics
d699fad9-e254-4a68-abaa-671e268e487d,21,Male,Port Jacobport,2025-01-19 18:15:10,151,Sports
38f43330-3cfb-45c0-ad00-5e9b9bf62316,58,Male,East Michaelchester,2025-01-23 14:57:26,17,Electronics
e6072bd8-57d8-4553-b104-2fd7401059e2,19,Female,South Yolanda,2025-02-11 02:53:10,70,Fashion
41d44c0d-c781-4bac-b196-6bc280dca4bb,56,Female,Davenportborough,2025-01-28 18:22:53,174,Electronics
f1731896-34d8-487e-8435-a94e057db16d,30,Male,Howellstad,2025-01-22 11:49:25,47,Fashion
10ec8959-0e73-4f9d-bd23-8fed61951f14,18,Male,Martinberg,2025-01-10 21:58:12,131,Automotive
ffd2d912-ca9f-4e7e-a247-e0fe39010453,42,Female,Wilsontown,2025-02-05 21:46:27,173,Fashion
541b1efa-f851-470d-9b4a-838f53c62384,19,Female,Curtisberg,2025-01-24 21:25:51,73,Books
c672d5b9-49aa-496f-b135-9e5ecb20a415,27,Other,Patriciashire,2025-02-09 04:53:08,129,Automotive
7b9becb7-22a7-4838-94de-7adb1f9377aa,18,Other,Davidport,2025-01-25 15:02:33,89,Electronics
b59a06f9-ab4c-406c-9e0e-9278cfeee159,65,Other,Caitlinberg,2025-02-11 06:07:25,14,Fashion
74b3b653-4a95-458b-b1ab-31ff49a51e90,28,Male,South Patrickborough,2025-02-10 08:26:56,140,Automotive
a5d3b7f9-7ba9-418c-a551-8337c951aa1f,39,Female,West Christopherton,2025-01-20 07:30:29,27,Books
5239a471-4b8c-4c54-9f1e-1af779c6cad6,45,Female,South Steven,2025-02-03 02:35:34,165,Beauty
4928a863-bfe2-4fe9-9bfa-a5f6bcb2b8dc,53,Male,Zacharyport,2025-01-27 13:43:48,21,Electronics
0f048acb-7477-46fa-98c2-fc3de5ff51bb,22,Female,Jefferybury,2025-01-11 03:15:08,93,Beauty
9b4ef30f-788c-415e-9581-8e39eec60537,48,Male,Jordanland,2025-01-26 12:14:59,18,Automotive
faa5311f-19e4-4481-8faf-efae7d24eaa4,18,Other,Howardfort,2025-01-19 02:02:37,53,Sports
a7dd1ebd-c90a-4fc2-a39a-192868684d1c,54,Male,South Jasonshire,2025-02-09 00:01:56,78,Books
97df0534-06c8-425d-9be9-f4617ca17a63,42,Other,Rachelville,2025-01-27 20:09:01,157,Electronics
ebe7f849-ff2a-46e0-bcfc-6bad3d5cd823,33,Female,North Samantha,2025-01-04 05:51:43,83,Beauty
b8ae15d4-8c9d-451a-adbc-c7e8801b39af,63,Male,Matthewtown,2025-01-04 09:57:29,100,Fashion
292f7f39-7ffc-46df-89b2-b097c13f5909,22,Other,Port Ryan,2025-01-21 11:03:37,109,Books
ba2f85bd-c431-42eb-ad4d-ae86ba8342a8,57,Female,Johnbury,2025-01-20 04:28:38,45,Home
666d60c7-5135-495d-b8e9-e6adda983566,65,Female,Riverabury,2025-01-15 09:13:51,132,Beauty
d7f89361-4aa7-4a23-ae9e-3a95a58f3432,45,Other,East Amyside,2025-02-07 04:34:21,8,Fashion
5508a67d-6025-47c2-a096-81fb21203e53,19,Male,North Ryanmouth,2025-02-10 13:03:34,105,Home
a1496a33-9945-4816-8918-f275b34e3e83,21,Male,Justinview,2025-01-03 01:20:29,164,Electronics
8c36f71a-9b5c-49eb-b8fe-dc06776c23d4,48,Female,Ryanmouth,2025-01-05 00:25:08,152,Books
ef367e75-8c46-4c58-b531-90166f8f9e8b,36,Female,Grayborough,2025-01-14 09:02:42,2,Automotive
d791b48b-0015-4226-af15-cb472ac68e53,32,Male,Rodriguezbury,2025-02-11 04:29:40,4,Electronics
0e79b65a-a2e9-4a06-9694-65516653fd1d,60,Male,South Daniel,2025-01-01 00:27:21,24,Sports
10820dd5-f61e-435e-987c-70c148d73a62,59,Female,South Rachel,2025-02-05 10:22:06,97,Home
9d7123e5-c09b-4645-ab9b-ae53535b88fa,29,Female,Whitakerstad,2025-01-28 14:12:52,107,Fashion
22e52f2e-0607-471f-a0c1-87f4a18abb3a,22,Male,Lake Nathan,2025-02-11 23:13:18,177,Sports
f0800d2c-4dcb-4c2e-96ba-a33811d0d728,61,Female,Shawnside,2025-01-29 14:22:42,12,Books
b000b051-c4dc-42e1-b4d3-24700eefc4df,39,Other,Rochaland,2025-02-04 07:56:45,24,Electronics
3f6e0f0e-1bda-4456-a327-93ba1f15bf21,24,Male,Lake Brian,2025-01-22 10:10:35,153,Electronics
2006f79a-6c4c-4c67-bba7-d0938966b81e,30,Other,West Cody,2025-01-29 12:48:01,39,Sports
bc8fbf9d-71ca-4479-aed8-dbade99f4a91,20,Male,Port Marymouth,2025-02-11 06:22:43,10,Books
f9f3f622-152e-4d65-a617-8681e23b6d07,35,Other,West Melodyhaven,2025-01-21 03:21:51,132,Home
0fcb6675-c36e-41cc-bd6b-237f770e0a1d,27,Female,East Michael,2025-02-03 18:26:10,171,Automotive
352ef7ee-bf23-42e1-8d9c-3bdd54e30b64,32,Other,Patrickchester,2025-01-08 06:03:35,122,Books
3c73a4bc-2753-4704-aaa5-51d88a1b7a20,55,Female,Baileyland,2025-02-02 19:52:37,162,Books
1417c6b4-d261-4c9e-9f61-0adcb63fe33a,43,Female,Sarahstad,2025-02-07 08:37:31,9,Sports
cc8882da-025d-4e98-8b4a-85bc219b0aba,56,Female,South Waynechester,2025-01-17 14:50:35,143,Beauty
699b885f-2b39-4cbb-9f5b-e332ed0b838e,24,Female,Jordanstad,2025-02-09 04:01:35,99,Books
c947afd2-44e5-45f8-acbd-de3218d50a96,31,Other,Elizabethland,2025-01-28 13:08:25,54,Books
472cd8c5-bf0f-4e33-86a0-8cbeb19444e9,54,Female,New Savannahton,2025-01-26 20:37:33,59,Beauty
33e35f05-5057-42e2-b484-a385cc80765a,49,Other,New Theresafort,2025-01-19 08:58:28,89,Home
192dd8fc-135e-4859-8d35-fce17cb4b939,24,Other,Thomastown,2025-02-12 23:41:12,106,Sports
203cf2e7-06d6-46fe-982b-5060b0127864,59,Other,Markburgh,2025-01-10 05:37:37,98,Home
5a164be6-21ab-4872-bc3a-632ce353ee60,25,Other,East Danielle,2025-02-09 23:26:05,50,Books
abbb65a0-8551-4b5e-b53d-446703ca3e35,38,Male,New Saraville,2025-01-18 02:15:09,143,Home
d46e3b5f-ec26-46c3-bc77-bfaaff37b427,44,Female,New Carlosfurt,2025-01-05 15:19:57,39,Home
a921fd16-23c1-4e04-afcb-76451fe23a16,61,Male,Nicholsside,2025-01-14 15:41:20,19,Beauty
6ec802da-609f-42c6-af56-f73eca880fe6,65,Female,Andersonberg,2025-01-20 00:07:57,64,Sports
32d220c3-4011-487f-bd42-c4acbd4652e1,32,Male,Meadowsville,2025-01-23 05:54:36,37,Fashion
fc47c994-b93e-4f06-8a7b-625192c16a21,59,Male,Lake Angela,2025-02-10 11:08:10,86,Home
64341445-f786-4536-b39d-3ac6339eec5d,44,Female,South Tyronefurt,2025-01-27 07:18:08,65,Books
a059dccd-b4fb-4ec6-9525-7bb95f7d4d46,50,Male,Nicholasport,2025-01-15 22:20:21,55,Fashion
fc4e37f3-a252-4e10-8afd-0d1a4e09e184,24,Male,West Crystalton,2025-02-04 08:20:06,65,Electronics
0eaa0ff3-e311-41c0-a2ba-c22fcb51cf9b,59,Other,Strongport,2025-02-08 21:02:18,41,Sports
